,CodeAntena,Duracion,Hora,NumeroDestino
340,1100162470,0 days 00:03:00.000000000,2018-07-28 20:35:00,311.487.6976
341,1100187430,0 days 00:04:00.000000000,2018-07-28 16:04:00,301.009.5672
342,1100135851,0 days 00:04:00.000000000,2018-07-28 11:10:00,311.487.6976
343,1100135595,0 days 00:06:00.000000000,2018-07-28 15:19:00,300.227.8739
344,1100123810,0 days 00:05:00.000000000,2018-07-29 11:43:00,311.487.6976
345,1100123778,0 days 00:03:00.000000000,2018-07-29 22:28:00,300.227.8739
346,1100135281,0 days 00:05:00.000000000,2018-07-29 12:32:00,311.487.6976
347,1100135486,0 days 00:03:00.000000000,2018-07-29 14:52:00,301.009.5672
348,1100162210,0 days 00:05:00.000000000,2018-07-29 19:09:00,301.009.5672
349,1100135565,0 days 00:05:00.000000000,2018-07-29 10:53:00,301.009.5672
350,1100123113,0 days 00:01:00.000000000,2018-07-29 18:05:00,311.487.6976
351,1100123450,0 days 00:03:00.000000000,2018-07-30 18:22:00,311.487.6976
352,1100123390,0 days 00:03:00.000000000,2018-07-30 20:02:00,300.227.8739
353,1100123310,0 days 00:03:00.000000000,2018-07-30 21:33:00,301.009.5672
354,1100135837,0 days 00:06:00.000000000,2018-07-30 08:04:00,300.227.8739
355,1100187175,0 days 00:05:00.000000000,2018-07-30 21:31:00,311.487.6976
356,1100123641,0 days 00:04:00.000000000,2018-07-30 14:34:00,315.777.6549
357,1100135569,0 days 00:03:00.000000000,2018-07-30 16:56:00,311.487.6976
358,1100162373,0 days 00:05:00.000000000,2018-07-30 11:04:00,300.227.8739
359,1100135307,0 days 00:05:00.000000000,2018-07-31 13:21:00,315.777.6549
360,1100162181,0 days 00:02:00.000000000,2018-07-31 11:03:00,301.009.5672
361,1100135731,0 days 00:02:00.000000000,2018-07-31 19:55:00,311.487.6976
362,1100135442,0 days 00:02:00.000000000,2018-07-31 11:02:00,315.777.6549
363,1100162574,0 days 00:01:00.000000000,2018-07-31 12:32:00,311.487.6976
364,1100162326,0 days 00:04:00.000000000,2018-07-31 15:18:00,311.487.6976
365,1100135528,0 days 00:02:00.000000000,2018-07-31 20:57:00,311.487.6976
366,1100162199,0 days 00:03:00.000000000,2018-07-31 21:10:00,300.227.8739
367,1100187718,0 days 00:02:00.000000000,2018-07-31 20:57:00,301.009.5672
368,1100187193,0 days 00:03:00.000000000,2018-08-01 06:15:00,315.777.6549
369,1100123851,0 days 00:03:00.000000000,2018-08-01 12:37:00,311.487.6976
370,1100162615,0 days 00:05:00.000000000,2018-08-01 12:53:00,311.487.6976
371,1100123689,0 days 00:02:00.000000000,2018-08-01 14:04:00,301.009.5672
372,1100123356,0 days 00:03:00.000000000,2018-08-01 21:43:00,301.009.5672
373,1100135467,0 days 00:02:00.000000000,2018-08-02 21:19:00,300.227.8739
374,1100135331,0 days 00:03:00.000000000,2018-08-02 14:50:00,315.777.6549
375,1100187208,0 days 00:05:00.000000000,2018-08-02 16:36:00,301.009.5672
376,1100162301,0 days 00:02:00.000000000,2018-08-02 12:02:00,311.487.6976
377,1100162517,0 days 00:02:00.000000000,2018-08-02 12:10:00,315.777.6549
378,1100187752,0 days 00:02:00.000000000,2018-08-02 11:42:00,301.009.5672
379,1100123693,0 days 00:01:00.000000000,2018-08-02 16:16:00,311.487.6976
380,1100123769,0 days 00:06:00.000000000,2018-08-02 18:09:00,315.777.6549
381,2367235150,0 days 00:06:00.000000000,2018-08-03 11:56:00,315.777.6549
382,2367262745,0 days 00:03:00.000000000,2018-08-03 15:59:00,315.777.6549
383,2367262459,0 days 00:01:00.000000000,2018-08-03 11:06:00,300.227.8739
384,2367235505,0 days 00:05:00.000000000,2018-08-04 13:10:00,301.009.5672
385,2367223649,0 days 00:02:00.000000000,2018-08-04 21:04:00,315.777.6549
386,2367287356,0 days 00:04:00.000000000,2018-08-04 08:10:00,301.009.5672
387,2367262636,0 days 00:04:00.000000000,2018-08-04 21:45:00,311.487.6976
388,2367235731,0 days 00:03:00.000000000,2018-08-05 07:40:00,311.487.6976
389,2367223294,0 days 00:05:00.000000000,2018-08-05 19:53:00,301.009.5672
390,2367223853,0 days 00:02:00.000000000,2018-08-05 14:53:00,311.487.6976
391,2367287715,0 days 00:02:00.000000000,2018-08-05 14:48:00,311.487.6976
392,2367262727,0 days 00:02:00.000000000,2018-08-05 17:53:00,311.487.6976
393,1100135577,0 days 00:06:00.000000000,2018-08-06 17:37:00,301.009.5672
394,1100162856,0 days 00:01:00.000000000,2018-08-06 08:19:00,301.009.5672
395,1100187121,0 days 00:01:00.000000000,2018-08-06 17:04:00,311.487.6976
396,1100135472,0 days 00:05:00.000000000,2018-08-06 16:28:00,311.487.6976
397,1100135466,0 days 00:06:00.000000000,2018-08-06 15:19:00,301.009.5672
398,1100123537,0 days 00:01:00.000000000,2018-08-06 07:47:00,301.009.5672
399,1100162359,0 days 00:01:00.000000000,2018-08-06 10:39:00,315.777.6549
400,1100162302,0 days 00:03:00.000000000,2018-08-06 09:59:00,301.009.5672
401,1100162676,0 days 00:02:00.000000000,2018-08-07 07:24:00,311.487.6976
402,1100123577,0 days 00:05:00.000000000,2018-08-07 14:18:00,315.777.6549
403,1100187146,0 days 00:05:00.000000000,2018-08-07 06:43:00,301.009.5672
404,1100123210,0 days 00:06:00.000000000,2018-08-07 07:37:00,300.227.8739
405,1100135587,0 days 00:06:00.000000000,2018-08-08 07:54:00,315.777.6549
406,1100135876,0 days 00:05:00.000000000,2018-08-08 07:25:00,301.009.5672
407,1100162710,0 days 00:01:00.000000000,2018-08-08 16:16:00,315.777.6549
408,1100162663,0 days 00:02:00.000000000,2018-08-09 17:53:00,301.009.5672
409,1100162355,0 days 00:04:00.000000000,2018-08-09 20:07:00,315.777.6549
410,1100135610,0 days 00:04:00.000000000,2018-08-09 14:30:00,311.487.6976
411,1100123149,0 days 00:02:00.000000000,2018-08-09 11:58:00,315.777.6549
412,1100162698,0 days 00:04:00.000000000,2018-08-09 17:54:00,301.009.5672
413,1100123633,0 days 00:05:00.000000000,2018-08-09 11:34:00,300.227.8739
414,1100162891,0 days 00:01:00.000000000,2018-08-09 21:23:00,311.487.6976
415,1100135853,0 days 00:06:00.000000000,2018-08-09 21:37:00,311.487.6976
416,1100162600,0 days 00:06:00.000000000,2018-08-10 15:43:00,315.777.6549
417,1100135595,0 days 00:05:00.000000000,2018-08-10 12:30:00,315.777.6549
418,1100162296,0 days 00:04:00.000000000,2018-08-10 11:13:00,301.009.5672
419,1100162593,0 days 00:04:00.000000000,2018-08-11 14:58:00,315.777.6549
420,1100162735,0 days 00:06:00.000000000,2018-08-11 21:19:00,311.487.6976
421,1100162829,0 days 00:01:00.000000000,2018-08-11 07:47:00,301.009.5672
422,1100123770,0 days 00:03:00.000000000,2018-08-11 20:42:00,311.487.6976
423,1100135591,0 days 00:03:00.000000000,2018-08-12 08:40:00,315.777.6549
424,1100135884,0 days 00:02:00.000000000,2018-08-12 20:57:00,300.227.8739
425,1100135590,0 days 00:03:00.000000000,2018-08-12 20:29:00,300.227.8739
426,1100187153,0 days 00:01:00.000000000,2018-08-12 14:39:00,301.009.5672
427,1100187426,0 days 00:04:00.000000000,2018-08-12 15:09:00,301.009.5672
428,1100162767,0 days 00:06:00.000000000,2018-08-13 12:21:00,301.009.5672
429,1100187825,0 days 00:02:00.000000000,2018-08-13 09:20:00,315.777.6549
430,1100187364,0 days 00:06:00.000000000,2018-08-13 21:11:00,315.777.6549
431,1100123168,0 days 00:05:00.000000000,2018-08-13 15:55:00,300.227.8739
432,1100135255,0 days 00:04:00.000000000,2018-08-13 10:07:00,311.487.6976
433,1100135483,0 days 00:02:00.000000000,2018-08-13 18:28:00,311.487.6976
434,1100123860,0 days 00:05:00.000000000,2018-08-13 14:01:00,315.777.6549
435,1100123863,0 days 00:05:00.000000000,2018-08-13 09:05:00,301.009.5672
436,1100135896,0 days 00:03:00.000000000,2018-08-13 15:12:00,300.227.8739
437,1100135274,0 days 00:03:00.000000000,2018-08-14 06:41:00,301.009.5672
438,1100135496,0 days 00:04:00.000000000,2018-08-14 14:25:00,311.487.6976
439,1100135333,0 days 00:05:00.000000000,2018-08-14 18:01:00,315.777.6549
440,1100135855,0 days 00:02:00.000000000,2018-08-14 08:52:00,315.777.6549
441,1100135290,0 days 00:02:00.000000000,2018-08-14 19:09:00,315.777.6549
442,1100187883,0 days 00:06:00.000000000,2018-08-14 20:37:00,301.009.5672
443,1100162756,0 days 00:06:00.000000000,2018-08-14 14:05:00,301.009.5672
444,1100187438,0 days 00:06:00.000000000,2018-08-15 07:33:00,311.487.6976
445,1100135239,0 days 00:05:00.000000000,2018-08-15 17:27:00,301.009.5672
446,1100123417,0 days 00:01:00.000000000,2018-08-15 11:17:00,315.777.6549
447,1100123109,0 days 00:04:00.000000000,2018-08-15 07:32:00,300.227.8739
448,1100123844,0 days 00:02:00.000000000,2018-08-15 08:49:00,300.227.8739
449,1100135641,0 days 00:05:00.000000000,2018-08-15 22:15:00,315.777.6549
450,1100162420,0 days 00:04:00.000000000,2018-08-15 15:58:00,301.009.5672
451,1100135737,0 days 00:04:00.000000000,2018-08-15 06:39:00,315.777.6549
452,1100135799,0 days 00:01:00.000000000,2018-08-16 11:19:00,315.777.6549
453,1100135572,0 days 00:06:00.000000000,2018-08-16 14:04:00,301.009.5672
454,1100187441,0 days 00:04:00.000000000,2018-08-16 19:25:00,315.777.6549
455,1100135281,0 days 00:01:00.000000000,2018-08-16 09:42:00,311.487.6976
456,1100162701,0 days 00:05:00.000000000,2018-08-16 07:34:00,301.009.5672
457,1100135586,0 days 00:03:00.000000000,2018-08-17 16:03:00,300.227.8739
458,1100135548,0 days 00:05:00.000000000,2018-08-17 08:07:00,311.487.6976
459,1100123295,0 days 00:01:00.000000000,2018-08-17 10:34:00,315.777.6549
460,1100135409,0 days 00:05:00.000000000,2018-08-17 15:31:00,315.777.6549
461,1100135771,0 days 00:04:00.000000000,2018-08-18 10:26:00,311.487.6976
462,1100135560,0 days 00:06:00.000000000,2018-08-18 10:12:00,315.777.6549
463,1100135293,0 days 00:03:00.000000000,2018-08-18 06:25:00,315.777.6549
464,1100135812,0 days 00:06:00.000000000,2018-08-19 20:11:00,315.777.6549
465,1100135766,0 days 00:03:00.000000000,2018-08-19 07:14:00,301.009.5672
466,1100123741,0 days 00:04:00.000000000,2018-08-19 15:37:00,311.487.6976
467,1100135686,0 days 00:04:00.000000000,2018-08-19 07:06:00,315.777.6549
468,1100123205,0 days 00:04:00.000000000,2018-08-19 19:02:00,301.009.5672
469,1100187186,0 days 00:06:00.000000000,2018-08-19 10:40:00,315.777.6549
470,1100162173,0 days 00:05:00.000000000,2018-08-19 18:24:00,311.487.6976
471,1100162594,0 days 00:01:00.000000000,2018-08-19 08:19:00,311.487.6976
472,1100187510,0 days 00:02:00.000000000,2018-08-19 16:57:00,311.487.6976
473,1100135260,0 days 00:06:00.000000000,2018-08-20 15:49:00,301.009.5672
474,1100135184,0 days 00:04:00.000000000,2018-08-20 09:57:00,301.009.5672
475,1100135735,0 days 00:05:00.000000000,2018-08-20 18:11:00,300.227.8739
476,1100187349,0 days 00:03:00.000000000,2018-08-20 15:51:00,311.487.6976
477,1100123193,0 days 00:03:00.000000000,2018-08-20 13:49:00,311.487.6976
478,1100187751,0 days 00:02:00.000000000,2018-08-21 08:01:00,300.227.8739
479,1100123618,0 days 00:01:00.000000000,2018-08-21 08:49:00,311.487.6976
480,1100162395,0 days 00:02:00.000000000,2018-08-21 16:11:00,315.777.6549
481,1100162198,0 days 00:01:00.000000000,2018-08-21 22:21:00,315.777.6549
482,1100162214,0 days 00:05:00.000000000,2018-08-21 14:30:00,315.777.6549
483,1100135755,0 days 00:04:00.000000000,2018-08-21 10:06:00,301.009.5672
484,1100162122,0 days 00:06:00.000000000,2018-08-21 06:06:00,311.487.6976
485,1100162500,0 days 00:04:00.000000000,2018-08-21 07:43:00,301.009.5672
486,1100135169,0 days 00:03:00.000000000,2018-08-22 06:02:00,315.777.6549
487,1100123757,0 days 00:05:00.000000000,2018-08-22 22:03:00,311.487.6976
488,1100123426,0 days 00:01:00.000000000,2018-08-22 12:12:00,301.009.5672
489,1100135439,0 days 00:05:00.000000000,2018-08-22 20:29:00,315.777.6549
490,1100162343,0 days 00:02:00.000000000,2018-08-22 06:07:00,300.227.8739
491,1100123183,0 days 00:03:00.000000000,2018-08-23 10:05:00,311.487.6976
492,1100135456,0 days 00:05:00.000000000,2018-08-23 09:42:00,311.487.6976
493,1100187204,0 days 00:06:00.000000000,2018-08-23 10:47:00,315.777.6549
494,1100135197,0 days 00:02:00.000000000,2018-08-23 13:56:00,301.009.5672
495,1100162732,0 days 00:02:00.000000000,2018-08-23 21:47:00,315.777.6549
496,1100123835,0 days 00:01:00.000000000,2018-08-24 19:45:00,315.777.6549
497,1100187670,0 days 00:04:00.000000000,2018-08-24 07:50:00,315.777.6549
498,1100162550,0 days 00:01:00.000000000,2018-08-24 07:55:00,300.227.8739
499,1100162564,0 days 00:04:00.000000000,2018-08-24 18:07:00,301.009.5672
500,1100135571,0 days 00:03:00.000000000,2018-08-24 19:59:00,301.009.5672
501,1100162743,0 days 00:03:00.000000000,2018-08-24 18:32:00,315.777.6549
502,1100187677,0 days 00:06:00.000000000,2018-08-24 11:35:00,301.009.5672
503,1100187550,0 days 00:05:00.000000000,2018-08-24 06:36:00,315.777.6549
504,1100135405,0 days 00:01:00.000000000,2018-08-24 06:22:00,301.009.5672
505,1100123844,0 days 00:04:00.000000000,2018-08-25 08:19:00,300.227.8739
506,1100162103,0 days 00:04:00.000000000,2018-08-25 18:24:00,311.487.6976
507,1100187578,0 days 00:01:00.000000000,2018-08-25 12:18:00,311.487.6976
508,1100135315,0 days 00:01:00.000000000,2018-08-25 22:39:00,311.487.6976
509,1100123774,0 days 00:05:00.000000000,2018-08-26 16:14:00,301.009.5672
510,1100187547,0 days 00:03:00.000000000,2018-08-26 22:03:00,301.009.5672
511,1100135306,0 days 00:04:00.000000000,2018-08-26 10:39:00,300.227.8739
512,1100162240,0 days 00:05:00.000000000,2018-08-26 07:05:00,315.777.6549
513,1100135220,0 days 00:05:00.000000000,2018-08-26 08:33:00,301.009.5672
514,1100162674,0 days 00:06:00.000000000,2018-08-27 11:58:00,311.487.6976
515,1100162617,0 days 00:04:00.000000000,2018-08-27 19:08:00,311.487.6976
516,1100162278,0 days 00:03:00.000000000,2018-08-27 15:56:00,301.009.5672
517,1100162787,0 days 00:02:00.000000000,2018-08-27 08:18:00,315.777.6549
518,1100123128,0 days 00:01:00.000000000,2018-08-27 11:06:00,301.009.5672
519,1100162517,0 days 00:03:00.000000000,2018-08-28 07:54:00,301.009.5672
520,1100135677,0 days 00:01:00.000000000,2018-08-28 22:05:00,301.009.5672
521,1100135626,0 days 00:04:00.000000000,2018-08-28 08:38:00,301.009.5672
522,1100162462,0 days 00:04:00.000000000,2018-08-28 07:49:00,301.009.5672
523,1100123442,0 days 00:02:00.000000000,2018-08-28 18:50:00,311.487.6976
524,1100162899,0 days 00:06:00.000000000,2018-08-28 08:06:00,311.487.6976
525,1100135143,0 days 00:02:00.000000000,2018-08-29 14:15:00,301.009.5672
526,1100162814,0 days 00:03:00.000000000,2018-08-29 21:38:00,315.777.6549
527,1100162373,0 days 00:02:00.000000000,2018-08-29 07:21:00,311.487.6976
528,1100135442,0 days 00:06:00.000000000,2018-08-29 21:37:00,311.487.6976
529,1100187208,0 days 00:02:00.000000000,2018-08-29 16:26:00,311.487.6976
530,1100187387,0 days 00:03:00.000000000,2018-08-30 12:56:00,300.227.8739
531,1100135275,0 days 00:04:00.000000000,2018-08-30 06:03:00,311.487.6976
532,1100162619,0 days 00:05:00.000000000,2018-08-30 10:01:00,315.777.6549
533,1100123776,0 days 00:05:00.000000000,2018-08-30 16:23:00,315.777.6549
534,1100135651,0 days 00:04:00.000000000,2018-08-30 16:34:00,315.777.6549
535,1100123619,0 days 00:03:00.000000000,2018-08-30 13:54:00,301.009.5672
536,1100187701,0 days 00:06:00.000000000,2018-08-30 17:23:00,301.009.5672
